title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
245 West 13th Street ,10011,4220,,0.0,1,5950000
92 Perry Street #14,10014,656,1.0,1.0,1,925000
274 West 12th Street #1R,10014,425,1.0,1.0,1,600000
48 Bedford Street ,10014,6705,10.0,0.0,1,9500000
147 Waverly Place #5W,10014,1482,2.0,2.0,1,2100000
28 Perry Street #1W,10014,370,1.0,1.0,1,525000
28 Perry Street #BW,10014,370,1.0,1.0,1,525000
45 Christopher Street #3C,10014,902,1.0,1.0,1,1295000
321 West 13th Street #3B,10014,1220,1.0,1.0,1,1750000
1 Sheridan Square ,10014,453,,1.0,1,650000
41 Seventh Avenue South #4,10014,1111,2.0,2.0,1,1595000
32 Morton Street #GARDEN,10014,2400,2.0,2.0,1,3450000
77 Perry Street #2D,10014,400,1.0,1.0,1,575000
51 Charles Street ,10014,900,2.0,1.0,1,1295000
163 Charles Street #5,10014,1385,1.0,2.0,1,1995000
84 Bedford Street #1N,10014,1465,2.0,2.0,1,2124250
380 West 12th Street #7C,10014,1100,1.0,1.0,1,1595000
27 Downing Street ,10014,4850,,0.0,1,7400000
75 Bank Street ,10014,550,0.0,1.0,1,799000
82 Charles Street #3R,10014,480,2.0,1.0,1,699000
223 West 13th Street ,10011,4000,,0.0,1,5750000
345 West 13th Street #5F,10014,2886,3.0,2.0,1,4195000
147 Waverly Place #6E,10014,1922,2.0,3.0,1,2800000
223 West 10th Street #4D,10014,408,1.0,1.0,1,595000
345 West 13th Street #2A,10014,2400,3.0,2.0,1,3500000
24 Horatio Street #3,10014,1300,3.0,2.0,1,1900000
421 Hudson Street #421,10014,898,1.0,2.0,1,2475000
350 West 14th Street #2F,10014,517,1.0,1.0,1,759000
302 West 12th Street #3C,10014,597,1.0,1.0,1,1175000
708 Greenwich Street #3F,10014,1360,1.0,1.0,1,1999999
50 Morton Street ,10014,3925,8.0,8.0,1,6100000
77 Horatio Street #1B,10014,1200,1.0,1.0,1,1775000
369 Bleecker Street ,10014,775,1.0,1.0,1,1150000
421 Hudson Street #203,10014,1140,2.0,2.0,1,1695000
350 West 14th Street #3F,10014,517,1.0,1.0,1,769000
256 West 10th Street #3A,10014,1200,2.0,2.0,1,1785000
84 Bedford Street #2R,10014,393,0.0,1.0,1,586000
302 West 12th Street #3C,10014,597,1.0,1.0,1,1195000
140 Perry Street #1W,10014,3608,3.0,2.0,1,5400000
130 Barrow Street #PH6,10014,1048,2.0,1.0,1,1799000
45 Christopher Street ,10014,802,1.0,1.0,1,1350000
35 Bethune Street #2C,10014,1086,2.0,2.0,1,1800000
136 Waverly Place #8C,10014,920,1.0,1.0,1,1395000
380 West 12th Street #7G,10014,1975,2.0,2.0,1,2995000
92 Perry Street #10,10014,656,2.0,1.0,1,995000
345 West 13th Street #2A,10014,2373,2.0,2.0,1,3600000
380 West 12th Street #6D,10014,1100,2.0,1.0,1,1675000
134 Charles Street ,10014,8914,5.0,5.0,1,19500000
41 Seventh Avenue South #5,10014,1111,2.0,2.0,1,1695000
41 Seventh Avenue South #5,10014,1111,2.0,2.0,1,1695000
76 Jane Street ,10014,2340,,,1,4500000
350 West 14th Street #PHG,10014,651,1.0,2.0,1,995000
155 Perry Street #1D,10014,1222,1.0,2.0,1,2100000
225 West 10th Street #4D,10014,505,1.0,1.0,1,625000
147 Waverly Place #7W,10014,1466,2.0,2.0,1,2250000
226 West 10th Street ,10014,4200,,,1,6450000
107 Greenwich Avenue ,10014,3352,3.0,3.0,1,5150000
307 W 4th Street ,10014,3899,3.0,4.0,1,5995000
307 W 4th Street ,10014,4360,3.0,4.0,1,5995000
6 Morton Street ,10014,2592,3.0,3.0,1,3475000
345 West 13th Street #4A,10014,2373,3.0,2.0,1,3650000
46 Morton Street ,10014,5719,8.0,4.0,1,8800000
321 West 13th Street #2A,10014,1200,1.0,1.0,1,1850000
75 Jane Street ,10014,3886,,0.0,1,6500000
168 Waverly Place #GRNDPLX,10014,1850,3.0,0.0,1,2875000
23 Bank Street #5,10014,900,2.0,1.0,1,1400000
299 West 12th Street #14H,10014,505,0.0,1.0,1,895000
102 Bedford Street ,10014,4400,,0.0,1,6850000
45 Christopher Street #4F,10014,770,1.0,1.0,1,1200000
84 Bedford Street #3N,10014,717,1.0,1.0,1,1117575
130 Barrow Street #216,10014,699,1.0,1.0,1,1090000
130 Barrow Street #216,10014,699,1.0,1.0,1,1090000
17 Cornelia Street #3B,10014,1120,2.0,1.0,1,1875000
13 Commerce Street ,10014,2800,3.0,2.0,1,4400000
281 West 11th Street #45C,10014,885,1.0,1.0,1,1395000
15 Eighth Avenue ,10014,2213,,0.0,1,3500000
15 Eighth Avenue ,10014,2213,,0.0,1,3500000
652 Hudson Street #4SOUTH,10014,3000,3.0,2.0,1,4750000
345 West 13th Street #5E,10014,3260,3.0,2.0,1,5250000
41 Seventh Avenue South #PH,10014,1567,3.0,2.0,1,2495000
41 Seventh Avenue South #PH,10014,1567,3.0,2.0,1,2495000
421 Hudson Street #218,10014,898,1.0,1.0,1,1500000
367 Bleecker Street ,10014,956,1.0,1.0,1,1525000
299 West 12th Street #12A,10014,390,0.0,1.0,1,625000
299 West 12th Street #12A,10014,390,0.0,1.0,1,625000
237 West 11th Street #3AC,10014,1400,3.0,2.0,1,2250000
45 Christopher Street ,10014,802,1.0,1.0,1,1450000
36 Commerce Street #HOUSE,10014,3100,,,1,4995000
84 Bedford Street #4N,10014,717,1.0,1.0,1,1157575
421 Hudson Street #219,10014,912,1.0,1.0,1,1475000
238 West 11th Street #PH,10014,1700,3.0,2.0,1,2750000
421 Hudson Street #417,10014,1279,3.0,2.0,1,2450000
299 West 12th Street #9C,10014,690,1.0,1.0,1,1295000
165 Perry Street #1E,10014,1350,2.0,2.0,1,2195000
84 Bedford Street #4S,10014,696,1.0,1.0,1,1132500
88 Charles Street #2C/3C,10014,675,1.0,2.0,1,1100000
555 Hudson Street #HOUSE,10014,2144,,0.0,1,3500000
330 West 11th Street ,10014,4751,,,1,8995000
155 Perry Street #1D,10014,1222,1.0,2.0,1,2345000
155 Perry Street #8D,10014,1268,1.0,2.0,1,2300000
421 Hudson Street #518,10014,803,1.0,2.0,1,1550000
130 Barrow Street #PH18,10014,1014,2.0,1.0,1,1675000
84 Bedford Street #1S,10014,723,1.0,1.0,1,1195000
421 Hudson Street #514,10014,996,1.0,1.0,1,1650000
421 Hudson Street #418,10014,803,3.0,2.0,1,2800000
45 Christopher Street #11A,10014,938,1.0,1.0,1,1495000
321 West 13th Street #7A,10014,1200,1.0,1.0,1,1995000
92 Perry Street #15,10014,418,1.0,1.0,1,695000
421 Hudson Street #420,10014,1290,2.0,2.0,1,2700000
111 Jane Street #5,10014,1800,2.0,2.0,1,2995000
147 Waverly Place #8E,10014,1938,2.0,3.0,1,3225000
46 Horatio Street ,10014,3000,4.0,3.0,1,4995000
46 Horatio Street ,10014,3000,4.0,3.0,1,4995000
321 West 13th Street #3C,10014,1000,1.0,1.0,1,1675000
299 West 12th Street #6K,10014,840,1.0,1.0,1,1470000
130 Barrow Street #PH10,10014,1103,2.0,1.0,1,1849000
380 West 12th Street #5C,10014,1100,2.0,2.0,1,1849000
421 Hudson Street #321,10014,1724,2.0,3.0,1,2900000
299 W 12th Street #4A,10014,390,0.0,1.0,1,665000
130 Barrow Street #309,10014,704,1.0,1.0,1,1349000
92 Perry Street #11,10014,418,1.0,1.0,1,705000
385 West 12th Street #TH4,10014,4382,4.0,3.0,1,7395000
46 Commerce Street #2,10014,650,1.0,1.0,1,1100000
290 West 11th Street #3A,10014,500,1.0,1.0,1,849000
72 Horatio Street #3N,10014,1350,1.0,2.0,1,2295000
421 Hudson Street #521,10014,898,2.0,2.0,1,3045000
247 West 12th Street #PHB,10014,2024,2.0,2.0,1,3450000
247 West 12th Street #4D,10014,2200,2.0,2.0,1,3750000
8 Perry Street #TH,10014,3400,6.0,5.0,1,5800000
147 Waverly Place ,10014,1480,2.0,2.0,1,2525000
130 Barrow Street #401,10014,933,2.0,1.0,1,1595000
41 Perry Street #5C,10014,350,0.0,1.0,1,599000
147 Waverly Place #7FL,10014,3350,4.0,3.0,1,5750000
321 West 13th Street ,10014,1220,2.0,1.0,1,2100000
345 West 13th Street #PH5H,10014,2887,4.0,2.0,1,4995000
302 West 12th Street #10F,10014,751,1.0,1.0,1,1595000
299 West 12th Street #12G,10014,925,1.0,1.0,1,1595000
421 Hudson Street #301,10014,832,1.0,2.0,1,1595000
321 West 13th Street #1A,10014,2100,2.0,2.0,1,3600000
147 Waverly Place ,10014,3389,4.0,3.0,1,5850000
193 West 10th Street ,10014,4200,4.0,3.0,1,7250000
271 West 10th Street ,10014,7657,5.0,7.0,1,17500000
14 Saint Lukes Place ,10014,6933,,0.0,1,12000000
343 West 12th Street #1A,10014,373,1.0,1.0,1,650000
22 Grove Street #22,10014,1600,3.0,2.0,1,2789000
130 Barrow Street #404,10014,800,1.0,1.0,1,1395000
69 Perry Street #1,10014,1576,2.0,1.0,1,2750000
21 Downing Street ,10014,3636,,0.0,1,6350000
21 Downing Street ,10014,3636,,0.0,1,6350000
77 Horatio Street #1B,10014,1200,1.0,1.0,1,2100000
27 Commerce Street #2B,10014,400,1.0,1.0,1,700000
380 West 12th Street #6G,10014,1850,2.0,2.0,1,3250000
146 Waverly Place ,10014,6118,10.0,5.0,1,10750000
11 Saint Luke's Place ,10014,4368,1.0,0.0,1,7950000
78 Bedford Street #2A,10014,708,2.0,1.0,1,1250000
421 Hudson Street #721,10014,898,3.0,2.0,1,3100000
130 Barrow Street,10014,1084,2.0,2.0,1,1950000
17 Cornelia Street #3C,10014,1127,1.0,1.0,1,1950000
147 Waverly Place #5W,10014,1482,2.0,2.0,1,2595000
55 Jane Street #HOUSE,10014,2500,,0.0,1,4450000
302 West 12th Street #17B,10014,617,1.0,1.0,1,1425000
155 Perry Street #8D,10014,1400,1.0,2.0,1,2495000
77 Horatio Street #3B,10014,680,1.0,1.0,1,1295000
131 Perry Street #2A,10014,1555,2.0,2.0,1,2795000
134 West 10th Street #3N,10014,2140,3.0,3.0,1,3850000
147 Waverly Place #2E,10014,1887,2.0,3.0,1,3395000
421 Hudson Street #618,10014,803,3.0,3.0,1,4550000
299 West 12th Street #11E,10014,790,1.0,1.0,1,1500000
27 Commerce Street #5A,10014,524,1.0,1.0,1,949000
421 Hudson Street #520,10014,1290,2.0,2.0,1,2750000
6 Bedford Street #TWNH,10014,4000,5.0,5.0,1,7250000
132 Bank Street ,10014,2400,4.0,3.0,1,4350000
45 Christopher Street #1A,10014,793,1.0,1.0,1,1650000
45 Christopher Street #5D,10014,585,0.0,1.0,1,1095000
421 Hudson Street #223,10014,1060,4.0,3.0,1,4975000
571 Hudson Street #6B,10014,1600,1.0,2.0,1,2950000
302 West 12th Street #6C,10014,597,1.0,1.0,1,1475000
134 West 10th Street #2N,10014,2140,3.0,3.0,1,3950000
45 Christopher Street #11E,10014,1350,2.0,2.0,1,2495000
79 Horatio Street,10014,6010,,0.0,1,12500000
147 Waverly Place #7,10014,3375,3.0,3.0,1,6250000
75 Bedford Street ,10014,3200,3.0,3.0,1,6300000
421 Hudson Street #408,10014,898,1.0,2.0,1,1750000
421 Hudson Street #523,10014,1060,3.0,2.0,1,2595000
32 Morton Street #4B,10014,1150,1.0,1.0,1,2145000
571 Hudson Street #6B,10014,1600,1.0,2.0,1,2995000
252 West 12th Street ,10014,3112,,0.0,1,7300000
37 Charles Street ,10014,3196,,8.0,1,5995000
299 West 12th Street #2E,10014,850,1.0,1.0,1,1595000
62 Jane Street ,10014,3192,7.0,3.0,1,5995000
302 West 12th Street #11GH,10014,2232,3.0,3.0,1,4200000
47 Horatio Street ,10014,2860,,,1,5395000
247 West 4th Street #HOUSE,10014,4900,,0.0,1,9250000
421 Hudson Street #201,10014,832,1.0,2.0,1,1750000
155 Perry Street #5B,10014,1210,2.0,2.0,1,2295000
166 Bank Street #PHC,10014,2000,2.0,2.0,1,3795000
385 West 12th Street #3EAST,10014,2526,3.0,2.0,1,4795000
345 West 13th Street #2A,10014,2373,2.0,2.0,1,4560000
421 Hudson Street #620,10014,1290,3.0,2.0,1,4750000
28 Perry Street #BW,10014,370,1.0,1.0,1,705000
22 Grove Street #6BC,10014,1100,2.0,1.0,1,2100000
30 Grove ,10014,3183,7.0,4.0,1,8500000
345 West 13th Street #PH6D,10014,3599,3.0,3.0,1,6875000
339 West 12th Street ,10014,2592,5.0,4.0,1,5750000
350 West 14th Street #PHA,10014,743,1.0,2.0,1,1425000
350 West 14th Street #PHA,10014,743,1.0,2.0,1,1425000
350 West 14th Street #PHA,10014,743,1.0,2.0,1,1425000
345 West 13th Street #4F,10014,2888,2.0,2.0,1,5500000
95 Barrow Street ,10014,2592,3.0,3.0,1,4975000
165 Perry Street #1C,10014,1350,1.0,1.0,1,2595000
838 Greenwich Street #4E,10014,725,1.0,1.0,1,1400000
92 Perry Street #5,10014,645,1.0,1.0,1,1249000
421 Hudson Street #812,10014,1394,2.0,3.0,1,3100000
299 West 12th Street #2CD,10014,1400,2.0,2.0,1,2725000
274 West 12th Street #1F,10014,333,1.0,1.0,1,650000
397 Bleecker Street ,10014,2944,5.0,4.0,1,5750000
12 Leroy Street ,10014,3500,6.0,4.0,1,6850000
155 Perry Street #1D,10014,1222,1.0,2.0,1,2395000
243 Waverly Place ,10014,2896,5.0,4.0,1,6295000
321 West 13th Street #4B,10014,1220,2.0,1.0,1,2400000
92 Perry Street #17,10014,645,2.0,1.0,1,1275000
380 West 12th Street #PHB,10014,2000,2.0,2.0,1,3950000
302 West 12th Street #11D,10014,655,1.0,1.0,1,1650000
421 Hudson Street #423,10014,1060,4.0,3.0,1,5400000
299 West 12th Street #6L,10014,400,0.0,1.0,1,795000
299 West 12th Street #17F,10014,800,1.0,1.0,1,1695000
19 Downing Street ,10014,3166,,0.0,1,6900000
45 Christopher Street #4B,10014,1210,2.0,2.0,1,2595000
32 Morton Street #PHC,10014,2000,2.0,2.0,1,3995000
32 Morton Street #PHC,10014,2000,2.0,2.0,1,3995000
39 Barrow Street ,10014,2100,,0.0,1,4395000
763 Greenwich Street #HOUSE,10014,3694,5.0,5.0,1,9495000
421 Hudson Street #316,10014,912,2.0,3.0,1,4840000
288 West 4th Street ,10014,3200,,,1,6775000
385 West 12th Street #4EAST,10014,2526,3.0,2.0,1,5095000
84 Bedford Street #1N,10014,1465,2.0,2.0,1,2970000
385 West 12th Street #TH3,10014,4309,4.0,3.0,1,8750000
17 Commerce Street ,10014,2200,3.0,2.0,1,4475000
26 Commerce Street ,10014,1741,,,1,3975000
155 Perry Street #2D,10014,1252,1.0,2.0,1,2595000
421 Hudson Street #713,10014,804,1.0,1.0,1,1775000
299 West 12th Street #14B,10014,490,0.0,1.0,1,1075000
299 West 12th Street #12G,10014,825,1.0,1.0,1,1895000
302 West 12th Street #1C,10014,433,0.0,1.0,1,895000
64 Perry Street ,10014,3938,5.0,3.0,1,8500000
369 Bleecker Street #45,10014,1590,2.0,3.0,1,3295000
5C Carmine Street ,10014,2162,3.0,2.0,1,4500000
421 Hudson Street #313,10014,804,3.0,3.0,1,3895000
299 West 12th Street #3K,10014,840,1.0,1.0,1,1775000
15 Bank Street ,10014,4532,,,1,11500000
70 Bank Street ,10014,7000,10.0,10.0,1,14650000
70 Jane Street ,10014,2124,,0.0,1,5950000
166 Bank Street #PHC,10014,1900,2.0,2.0,1,3995000
155 Perry Street #6C,10014,1179,2.0,2.0,1,2495000
308 West 4th Street ,10014,3200,4.0,4.0,1,6795000
421 Hudson Street #822,10014,687,1.0,2.0,1,2495000
208 West 11th Street ,10014,3040,3.0,3.0,1,6500000
26 Bank Street ,10014,3870,,0.0,1,8200000
302 West 12th Street #9D,10014,655,1.0,1.0,1,1795000
280 West 4th Street ,10014,4647,5.0,6.0,1,9995000
280 West 4th Street ,10014,4647,5.0,6.0,1,9995000
152 Waverly Place ,10014,4660,5.0,6.0,1,12000000
299 West 12th Street #7C,10014,690,1.0,1.0,1,1950000
317 West 11th Street ,10014,3200,,0.0,1,6995000
302 West 12th Street #17H,10014,619,1.0,1.0,1,1750000
54 Charles Street ,10014,4960,5.0,3.0,1,10979000
302 West 12th Street #8F,10014,751,1.0,1.0,1,1650000
142 West 10th Street #2A,10014,1185,2.0,2.0,1,2450000
421 Hudson Street #608,10014,898,1.0,2.0,1,2075000
245 West 11th Street ,10014,4450,6.0,4.0,1,8800000
299 W 12th Street #10L,10014,400,0.0,1.0,1,882500
147 Waverly Place #11,10014,3399,4.0,3.0,1,7500000
421 Hudson Street #413,10014,804,3.0,2.0,1,4100000
147 Waverly Place #1W,10014,1353,2.0,2.0,1,2995000
238 West 11th Street #1,10014,2700,3.0,3.0,1,5995000
421 Hudson Street #708,10014,898,1.0,2.0,1,2100000
385 West 12th Street #3WEST,10014,2711,3.0,2.0,1,6050000
651 Washington Street ,10014,2140,4.0,3.0,1,6250000
115 Bedford Street ,10014,1900,3.0,2.0,1,4250000
421 Hudson Street #404,10014,912,2.0,2.0,1,4250000
421 Hudson Street #710,10014,912,1.0,2.0,1,2150000
75 Horatio Street #1A,10014,1250,1.0,2.0,1,2799000
299 West 12th Street #12B,10014,490,0.0,1.0,1,1100000
147 Waverly Place #4E,10014,1919,2.0,3.0,1,4350000
421 Hudson Street #704,10014,912,2.0,2.0,1,4300000
421 Hudson Street #401,10014,832,1.0,1.0,1,2100000
134 West 10th Street #5N,10011,1474,2.0,2.0,1,3500000
421 Hudson Street #813,10014,1089,1.0,1.0,1,2350000
421 Hudson Street #824,10014,687,1.0,1.0,1,1725000
299 West 12th Street #6G,10014,825,1.0,1.0,1,1950000
421 Hudson Street #211,10014,898,1.0,2.0,1,2145000
299 West 12th Street #16B,10014,490,0.0,1.0,1,1200000
750 Greenwich Street ,10014,4975,5.0,6.0,1,11500000
225 West 11th Street ,10014,3360,7.0,5.0,1,8350000
163 Charles Street #PH,10014,4000,4.0,3.0,1,9300000
33 Charles Street ,10014,3196,,,1,7550000
2.5 Grove Street ,10014,2928,4.0,3.0,1,6995000
421 Hudson Street #207,10014,912,1.0,2.0,1,2250000
385 West 12th Street #4WEST,10014,2711,3.0,2.0,1,6350000
284 West 11th Street ,10014,2812,4.0,3.0,1,7750000
42 Jane Street ,10014,3466,4.0,2.0,1,10575000
64 Perry Street ,10014,3938,5.0,3.0,1,9650000
302 West 12th Street #8A,10014,684,1.0,1.0,1,2000000
140 Perry Street #PH,10014,8150,5.0,4.0,1,19500000
147 Waverly Place #3W,10014,1459,2.0,2.0,1,3495000
421 Hudson Street #811,10014,853,1.0,1.0,1,2100000
134 West 10th Street #PH5N,10014,1540,2.0,2.0,1,3700000
62 Bank Street ,10014,2420,3.0,3.0,1,6500000
140 Perry Street #PH,10014,10586,5.0,4.0,1,19500000
140 Perry Street #PH,10014,8100,5.0,4.0,1,19500000
385 West 12th Street #5EAST,10014,2526,3.0,2.0,1,6095000
385 West 12th Street #5WEST,10014,2711,3.0,2.0,1,6550000
60 Jane Street ,10014,3402,4.0,4.0,1,9750000
16 Morton Street ,10014,5325,,0.0,1,10995000
302 West 12th Street #10D,10014,655,1.0,1.0,1,2100000
147 Waverly Place #PH,10014,3390,4.0,4.0,1,9875000
421 Hudson Street #803,10014,1392,3.0,3.0,1,5950000
299 West 12th Street #5D,10014,1145,2.0,2.0,1,2995000
299 West 12th Street #9G,10012,825,1.0,1.0,1,2250000
41 Commerce Street ,10014,1500,,,1,3800000
154 Waverly Place ,10014,5900,,0.0,1,14950000
320 West 12th Street #1,10014,5900,0.0,0.0,1,14995000
45 Christopher Street #15EF,10014,2130,3.0,3.0,1,5495000
273 West 12th Street ,10014,2500,5.0,2.0,1,6495000
221 West 13th Street,10011,4416,,0.0,1,11500000
320 West 12th Street #2,10014,9600,0.0,0.0,1,25000000
147 Waverly Place #3E,10014,1916,2.0,3.0,1,4995000
320 West 12th Street #4,10014,3537,3.0,2.0,1,9250000
269 West 11th Street TOWNHOUSE,10014,8540,11.0,0.0,1,22500000
28 Grove Street,10014,4920,7.0,6.0,1,12995000
155 Perry Street #6A,10014,1207,2.0,2.0,1,3200000
385 West 12th Street #PHEAST,10014,3649,4.0,4.0,1,9695000
45 Christopher Street #8E,10014,1200,2.0,2.0,1,3195000
81 Barrow Street ,10014,4925,,0.0,1,15000000
81 Horatio Street ,10014,6000,6.0,5.0,1,20000000
320 West 12th Street #6,10014,3537,3.0,2.0,1,9995000
38 Bethune Street ,10014,6528,5.0,4.0,1,14950000
38 Grove Street ,10014,4452,6.0,7.0,1,14900000
87 Jane Street ,10014,12139,6.0,0.0,1,35000000
387 Bleecker Street #2,10014,866,2.0,1.0,1,2500000
311 West 4th Street ,10014,4180,5.0,4.0,1,10200000
42 Jane Street ,10014,3700,,0.0,1,10750000
320 West 12th Street #5,10014,3263,3.0,3.0,1,9500000
147 Waverly Place #PH,10014,3390,4.0,4.0,1,10000000
307 West 4th Street ,10014,4360,4.0,6.0,1,13000000
320 West 12th Street #8,10014,3537,3.0,2.0,1,10750000
302 West 12th Street ,10014,553,0.0,1.0,1,1995000
85 Jane Street ,10014,8140,6.0,0.0,1,25000000
79 Horatio Street ,10014,6010,6.0,8.0,1,22000000
299 West 12th Street ,10014,1370,1.0,1.0,1,2700000
302 West 12th Street #9C,10014,597,1.0,1.0,1,2400000
23 Perry Street ,10014,4000,4.0,4.0,1,12900000
385 West 12th Street #PHWEST,10014,3844,4.0,4.0,1,12500000
325 West 13th Street FIRSTFLOOR,10014,2236,1.0,2.0,0,1550000
165 Christopher Street #5P,10014,500,0.0,1.0,0,350000
165 Christopher Street #LL,10014,550,0.0,1.0,0,389000
2 Horatio Street #6E,10014,530,0.0,1.0,0,395000
3 Sheridan Sq #2B,10014,525,0.0,1.0,0,399000
3 Sheridan Square #2F,10014,550,0.0,1.0,0,425000
3 Sheridan Sq #9F,10014,550,0.0,1.0,0,425000
3 Sheridan Sq #3N,10014,500,0.0,1.0,0,395000
100 Bank Street #1H,10014,1000,2.0,1.0,0,799000
165 Christopher Street #6K,10014,585,1.0,1.0,0,470000
165 Christopher Street #6C,10014,700,1.0,1.0,0,569000
3 Sheridan Square #2M,10014,550,0.0,1.0,0,449000
165 Christopher Street #5C,10014,700,1.0,1.0,0,579000
100 Bank Street ,10014,950,1.0,2.0,0,799000
100 Bank Street #1F,10014,475,0.0,1.0,0,400000
3 Sheridan Square #9N,10014,500,0.0,1.0,0,425000
165 Christopher Street #2C,10014,700,1.0,1.0,0,595000
3 Sheridan Square #6E,10014,1100,2.0,1.0,0,959000
165 Christopher Street #3Z,10014,800,1.0,1.0,0,699000
14 Horatio Street #9C,10014,650,1.0,1.0,0,569000
3 Sheridan Square #4G,10014,500,0.0,1.0,0,445000
180 West Houston #3G,10014,700,1.0,1.0,0,625000
100 Bank Street #5A,10014,780,1.0,1.0,0,699000
165 Christopher Street #6H,10014,500,1.0,1.0,0,449000
165 Christopher Street #1BB,10014,750,1.0,1.0,0,675000
3 Sheridan Square #2J,10014,550,1.0,1.0,0,495000
165 Christopher Street #3N,10014,600,1.0,1.0,0,540000
14 Horatio Street #4E,10014,550,0.0,1.0,0,495000
165 Christopher Street #4I,10014,1100,2.0,1.0,0,995000
2 Grove Street #2D,10014,700,1.0,1.0,0,635000
61 Jane Street #18C,10014,875,1.0,1.0,0,799000
165 Christopher Street #6H,10014,500,1.0,1.0,0,459000
222 West 14th Street #2J,10011,465,0.0,1.0,0,429000
14 Horatio Street #15E,10014,525,0.0,1.0,0,485000
180 West Houston #6G,10014,675,1.0,1.0,0,625000
167 Perry Street #3L,10014,700,1.0,1.0,0,649000
350 Bleecker Street #3A,10014,425,,1.0,0,395000
165 Christopher Street #2R,10014,750,1.0,1.0,0,700000
14 Horatio Street ,10014,425,0.0,1.0,0,399000
100 Bank Street #4F,10014,475,0.0,1.0,0,450000
31 Jane Street ,10014,450,,1.0,0,429000
100 Bank Street #3F,10014,1046,1.0,2.0,0,999000
180 West Houston #9G,10014,815,1.0,1.0,0,780000
165 Christopher Street #1J,10014,415,0.0,1.0,0,399000
348 West 11th Street #4A,10014,1450,3.0,2.0,0,1395000
180 West Houston #7J,10014,425,0.0,1.0,0,410000
397 West 12th Street #2,10014,3613,0.0,0.0,0,3500000
3 Sheridan Sq #6B,10014,500,1.0,1.0,0,485000
3 Sheridan Square #4N,10014,504,0.0,1.0,0,490000
167 Perry Street #3H,10014,675,1.0,1.0,0,659000
31 Jane Street #6G,10014,500,0.0,1.0,0,489000
165 Christopher Street #5V,10014,495,0.0,1.0,0,485000
165 Christopher Street #5V,10014,495,1.0,1.0,0,485000
690 Washington Street #2B,10014,1324,4.0,2.0,0,1300000
14 Horatio Street ,10014,425,,1.0,0,419000
14 Horatio Street #4B,10014,552,0.0,1.0,0,545000
14 Horatio Street #4A,10014,425,0.0,1.0,0,420000
815 Greenwich Street #3B,10014,450,1.0,1.0,0,445000
167 Perry Street #4CD,10014,1364,2.0,2.0,0,1350000
3 Sheridan Square #4N,10014,504,0.0,1.0,0,499000
61 Jane Street #6C,10014,900,1.0,1.0,0,895000
3 Sheridan Sq #2E,10014,1000,2.0,1.0,0,995000
3 Sheridan Square #7E,10014,1000,1.0,1.0,0,995000
10 Christopher Street #4B,10014,400,0.0,1.0,0,399000
31 Jane Street ,10014,400,0.0,1.0,0,399000
3 Sheridan Square #8K,10014,400,0.0,1.0,0,399000
61 Jane Street #15N,10014,500,0.0,1.0,0,499000
61 Jane Street #6S,10014,500,0.0,1.0,0,499000
366 West 11th Street #1E,10014,1197,1.0,2.0,0,1195000
2 Horatio Street #16N,10014,600,0.0,1.0,0,599000
61 Jane Street #4H,10014,600,0.0,1.0,0,599000
180 West Houston #3K,10014,650,1.0,1.0,0,649000
14 Horatio Street #18C,10014,650,0.0,1.0,0,649000
100 Bank Street #2C,10014,700,1.0,1.0,0,699000
14 Horatio Street ,10014,700,1.0,1.0,0,699000
100 Bank Street #2F/3F,10014,1000,1.0,2.0,0,999000
2 Horatio Street #7R,10014,960,1.0,1.0,0,960000
61 Jane Street #8S,10014,500,0.0,1.0,0,500000
61 Jane Street #8L,10014,950,1.0,1.0,0,950000
165 Christopher Street #4X,10014,700,1.0,1.0,0,700000
3 Sheridan Square #8D,10014,975,2.0,1.0,0,985000
222 West 14th Street #10H,10011,678,1.0,1.0,0,685000
61 Jane Street #7S,10014,460,0.0,1.0,0,465000
3 Sheridan Square #4K,10014,450,0.0,1.0,0,455000
14 Horatio Street #2A,10014,425,0.0,1.0,0,430000
222 W 14th Street #3N,10011,783,1.0,1.0,0,799000
10 Christopher Street #4C,10014,500,0.0,1.0,0,509000
2 Horatio Street #8F,10014,450,0.0,1.0,0,459000
33 Greenwich Avenue #4E,10014,500,0.0,1.0,0,510000
10 Christopher Street #4B,10014,410,0.0,1.0,0,419000
359 West 11th Street #1B,10014,2044,3.0,2.0,0,2100000
325 West 13th Street #1,10014,2236,2.0,2.0,0,2300000
167 Perry Street #4H,10014,675,1.0,1.0,0,695000
14 Horatio Street #3E,10014,500,0.0,1.0,0,515000
352 West 11th Street #4B,10014,1450,3.0,2.0,0,1495000
325 West 13th Street #2NDFLOOR,10014,1405,2.0,2.0,0,1450000
14 Horatio Street #2A,10014,425,0.0,1.0,0,439000
3 Sheridan Square #3J,10014,550,0.0,1.0,0,569000
350 Bleecker Street #3A,10014,425,0.0,1.0,0,440000
180 West Houston #8A,10014,700,1.0,1.0,0,725000
3 Sheridan Sq #9H,10014,1200,2.0,2.0,0,1250000
15 Charles Street #4B,10014,816,1.0,1.0,0,850000
61 Jane Street #14M,10014,600,0.0,1.0,0,629000
166 Perry Street,10014,2526,1.0,2.0,0,2650000
61 Jane Street #18J,10014,750,1.0,1.0,0,789000
61 Jane Street #3M,10014,550,0.0,1.0,0,579000
